Reference,Customer,Invoice,InvoiceDate,Total,Payments,Hours,Pay,Comp,Burden,Pass,Profit,%Profit,Terms,PostedToAR,ReversedTotal,LocationId
1083,MORNST,17997,2018-06-01 00:00:00,197.59,0,6.5,110.5,5.91,14.95,9.41,56.82,30.1945,A,True,0,1
1021,MORNST,17998,2018-06-01 00:00:00,1073.52,0,32,608,32.53,82.26,51.12,299.61,29.3046,A,True,0,1
1083,MORNST,17999,2018-06-01 00:00:00,234.83,0,7,133,7.12,17.99,11.18,65.54,29.3047,A,True,0,1
1021,MORNST,18000,2018-06-01 00:00:00,201.18,0,8,112,5.99,15.15,9.58,58.46,30.5115,A,True,0,1
1021,MORNST,18001,2018-06-01 00:00:00,603.54,0,24,336,17.98,45.46,28.74,175.36,30.508,A,True,0,1
1021,MORNST,18002,2018-06-01 00:00:00,201.18,0,8,112,5.99,15.15,9.58,58.46,30.5115,A,True,0,1
1012,NOVAC1,18003,2018-06-01 00:00:00,4300.33,0,149,2384,127.54,322.56,204.78,1261.45,30.8005,A,True,0,1
1089,ONNIC1,17958,2018-05-18 00:00:00,1886.06,0,75,1146,61.31,155.05,89.81,433.89,24.1553,A,True,0,1
1090,ONNIC1,18004,2018-06-01 00:00:00,1591.66,0,52.75,889.13,45.41,120.3,75.79,461.03,30.4136,A,True,0,1
1097,ONNIC1,18005,2018-06-01 00:00:00,666.47,0,25,373,19.58,50.47,31.74,191.68,30.1987,A,True,0,1
1132,ONNIC1,18006,2018-06-01 00:00:00,603.54,0,24,336,17.98,45.46,28.74,175.36,30.508,A,True,0,1
1143,ONNIC1,18055,2018-06-01 00:00:00,326.93,0,13,182,9.74,24.62,15.57,95,30.5113,A,True,0,1
1100,PACIF2,18007,2018-06-01 00:00:00,201.18,0,8,112,5.99,15.15,9.58,58.46,30.5115,A,True,0,1
1140,PACIF4,18008,2018-06-01 00:00:00,377.21,0,15,210,11.24,28.41,17.96,109.6,30.508,A,True,0,1
1138,PANCO1,18009,2018-06-01 00:00:00,226.38,0,8,128,6.85,17.32,10.78,63.43,29.4202,A,True,0,1
1047,PANTH1,18044,2018-06-01 00:00:00,2670.47,0,62,1216,65.06,164.52,127.17,1097.72,43.1612,A,True,0,1
1024,PMCLOG,18011,2018-06-01 00:00:00,1283.07,0,61.25,796.25,42.6,107.73,61.1,275.39,22.5366,A,True,0,1
1070,RENDI1,18041,2018-06-01 00:00:00,892.74,0,35.5,497,26.59,67.24,42.51,259.4,30.5094,A,True,0,1
1015,SAWCHU,18042,2018-06-01 00:00:00,2011.13,0,53,1213.5,64.92,164.19,95.77,472.75,24.682,A,True,0,1
1017,SPIRCO,18014,2018-06-01 00:00:00,3980.33,0,124,2226.5,118.5,301.25,189.54,1144.54,30.1927,A,True,0,1
1017,SPIRCO,18015,2018-06-01 00:00:00,314.35,0,12.5,175,9.36,23.68,14.97,91.34,30.5097,A,True,0,1
1017,SPIRCO,18016,2018-06-01 00:00:00,402.36,0,16,224,11.98,30.31,19.16,116.91,30.5089,A,True,0,1
1142,THINDP,18017,2018-06-01 00:00:00,536.76,0,16,304,16.26,41.13,25.56,149.81,29.3056,A,True,0,1
1054,UNISO1,18049,2018-06-01 00:00:00,578.39,0,23,322,17.23,43.57,27.54,168.05,30.5074,A,True,0,1
1063,UNISO1,18050,2018-06-01 00:00:00,1996.37,0,52,1212,62.06,163.98,95.07,463.26,24.3654,A,True,0,1
1125,UNISO1,18052,2018-06-01 00:00:00,1405.25,0,33,787.25,41.49,106.51,66.92,403.08,30.1181,A,True,0,1
1039,URBAN1,18018,2018-06-01 00:00:00,2105.03,0,67.5,1213,63.24,164.12,100.24,564.43,28.1541,A,True,0,1
1040,URBAN1,18019,2018-06-01 00:00:00,3340.97,0,82.5,1761.5,83.54,238.33,159.09,1098.51,34.5239,A,True,0,1
1062,URBAN1,18020,2018-06-01 00:00:00,6840.96,0,256,3936,210.58,532.54,325.76,1836.08,28.1815,A,True,0,1
1023,VANMAN,18021,2018-06-01 00:00:00,2212.98,0,88,1232,65.91,166.69,105.38,643,30.5086,A,True,0,1
986,VICINI,18022,2018-06-01 00:00:00,939.33,0,28,532,28.46,71.98,44.73,262.16,29.3047,A,True,0,1
1076,WALLC1,18023,2018-06-01 00:00:00,7022.77,0,184,3843.25,195.89,519.99,334.42,2129.22,31.8348,A,True,0,1
1124,WHITEW,18024,2018-06-01 00:00:00,227.99,0,7.5,127.5,6.82,17.25,10.86,65.56,30.1939,A,True,0,1
1026,YELLOR,18025,2018-06-01 00:00:00,2453.93,0,54,1518.5,75.22,205.45,116.85,537.91,23.0163,A,True,0,1
1083,MORNST,18056,2018-06-01 00:00:00,268.38,0,8,160,8.56,21.65,12.78,65.39,25.5829,A,True,0,1
1070,RENDI1,18057,2018-06-01 00:00:00,151.99,0,5,85,4.55,11.5,7.24,43.7,30.19,A,True,0,1
1008,RIGGI1,18058,2018-06-01 00:00:00,100.59,0,4,60,3.21,8.12,4.79,24.47,25.5428,A,True,0,1
936,URBAN1,18059,2018-06-01 00:00:00,0,0,0,0,0,0,0,0,32.9451,A,True,1349.62,1
1006,WHITEW,18060,2018-06-01 00:00:00,4745.31,0,109.75,2828.13,146.79,382.65,225.97,1161.77,25.7066,A,True,0,1
1030,WESGR1,18061,2018-06-01 00:00:00,2051.65,0,61,1173,62.76,158.71,97.7,559.48,28.6333,A,True,0,1
1033,WESGR1,18062,2018-06-01 00:00:00,273.59,0,9,153,8.19,20.7,13.03,78.67,30.1927,A,True,0,1
1032,WESGR1,18063,2018-06-01 00:00:00,1258.32,0,32,704,37.66,95.25,59.92,361.49,30.1644,A,True,0,1
1032,WESGR1,18064,2018-06-01 00:00:00,1594.01,0,38,950,50.83,128.54,75.91,388.73,25.6064,A,True,0,1
1075,WHITEW,18065,2018-06-01 00:00:00,3035.96,0,71.25,1664.63,87.67,225.22,144.57,913.87,31.6066,A,True,0,1
1127,WHITEW,18066,2018-06-01 00:00:00,227.99,0,7.5,127.5,6.82,17.25,10.86,65.56,30.1939,A,True,0,1
1075,WHITEW,18067,2018-06-01 00:00:00,167.19,0,5.5,93.5,5,12.65,7.96,48.08,30.1953,A,True,0,1
1009,ABBOTK,18073,2018-06-08 00:00:00,5142.93,0,199.5,2873,153.71,388.72,244.9,1482.6,30.2693,A,True,0,1
1064,ALLAI1,18074,2018-06-08 00:00:00,603.54,0,24,336,17.98,45.46,28.74,175.36,30.508,A,True,0,1
1041,ALPHA1,18075,2018-06-08 00:00:00,804.72,0,32,448,23.97,60.61,38.32,233.82,30.5089,A,True,0,1
1043,ALPHA1,18076,2018-06-08 00:00:00,1005.9,0,40,560,29.96,75.77,47.9,292.27,30.5084,A,True,0,1
1055,ALPHA1,18077,2018-06-08 00:00:00,452.66,0,18,252,13.48,34.1,21.56,131.52,30.508,A,True,0,1
1144,ALPOME,18078,2018-06-08 00:00:00,438.18,0,16.25,246,13.05,33.28,20.87,124.98,29.949,A,True,0,1
1078,ALTOC1,18079,2018-06-08 00:00:00,543.17,0,14,308,16.48,41.67,25.87,151.15,29.219,A,True,0,1
1117,BEACHV,18080,2018-06-08 00:00:00,176.03,0,7,98,5.24,13.26,8.38,51.15,30.51,A,True,0,1
1096,BELPRO,18081,2018-06-08 00:00:00,3837.42,0,136,2178.5,116.12,294.75,182.73,1065.32,29.1494,A,True,0,1
1145,BELPRO,18082,2018-06-08 00:00:00,226.38,0,8,128,6.85,17.32,10.78,63.43,29.4202,A,True,0,1
1071,CANFOR,18083,2018-06-08 00:00:00,1131.9,0,40,680,36.38,92,53.9,269.62,25.0111,A,True,0,1
1147,CANUFL,18084,2018-06-08 00:00:00,56.6,0,2,34,1.82,4.6,2.7,13.48,25.0093,A,True,0,1
1159,CANUFL,18085,2018-06-08 00:00:00,198.08,0,7,119,6.37,16.1,9.43,47.18,25.0093,A,True,0,1
1072,CENTR1,18086,2018-06-08 00:00:00,714.35,0,23,399.5,20.92,54.05,34.02,205.86,30.2588,A,True,0,1
1131,CENTR1,18087,2018-06-08 00:00:00,1803.74,0,42,1161,60.67,157.08,85.89,339.1,19.7398,A,True,0,1
1072,CENTR1,18088,2018-06-08 00:00:00,4752.7,0,121,2758,145.95,373.16,226.32,1249.27,27.5998,A,True,0,1
872,CHRISL,18089,2018-06-08 00:00:00,603.54,0,24,360,19.26,48.71,28.74,146.83,25.5445,A,True,0,1
1069,DARWI1,18090,2018-06-08 00:00:00,1784.95,0,61,1016,54.36,137.46,85,492.13,28.9497,A,True,0,1
1080,DARWI1,18091,2018-06-08 00:00:00,1341.9,0,40,760,40.66,102.83,63.9,374.51,29.3044,A,True,0,1
1050,ELLIS1,18092,2018-06-08 00:00:00,561.92,0,16.5,318.25,16.77,43.06,26.76,157.08,29.352,A,True,0,1
887,EMBER1,18093,2018-06-08 00:00:00,0,0,90.5,1446,87.34,195.64,0,-1728.98,0,A,True,0,1
1037,WESGR1,18069,2018-06-01 00:00:00,1861.13,0,70,1044,55.85,141.25,88.63,531.4,29.9803,A,True,0,1
1031,WESGR1,18070,2018-06-01 00:00:00,7797.47,0,271.5,4377,229.17,592.21,371.31,2227.78,29.9991,A,True,0,1
1157,EZEKCO,18094,2018-06-08 00:00:00,251.58,0,8,144,7.7,19.48,11.98,68.42,28.5559,A,True,0,1
1155,GLOBAL,18095,2018-06-08 00:00:00,201.18,0,8,116,6.21,15.69,9.58,53.7,28.0271,A,True,0,1
1002,GOVANB,18096,2018-06-08 00:00:00,1936.36,0,77,1078,57.67,145.85,92.21,562.63,30.5089,A,True,0,1
1085,HAEBL1,18097,2018-06-08 00:00:00,5214.74,0,132.5,3011.5,156.27,407.46,248.32,1391.19,28.0119,A,True,0,1
1092,HANSO1,18098,2018-06-08 00:00:00,678.98,0,27,432,1.51,58.45,32.33,154.69,23.9218,A,True,0,1
1010,HCCOLD,18099,2018-06-08 00:00:00,1099.34,0,55.25,718.25,38.43,97.18,52.35,193.13,18.4462,A,True,0,1
980,HEABRA,18100,2018-06-08 00:00:00,2574.53,0,54.25,1534.38,72.56,207.6,122.6,637.39,25.9954,A,True,0,1
1052,HEABRA,18101,2018-06-08 00:00:00,1551.48,0,48,912,48.79,123.39,73.88,393.42,26.6256,A,True,0,1
1137,HEABRA,18102,2018-06-08 00:00:00,327.18,0,8,200,10.7,27.06,15.58,73.84,23.697,A,True,0,1
1150,HEABRA,18103,2018-06-08 00:00:00,335.58,0,8,232,12.41,31.39,15.98,43.8,13.7046,A,True,0,1
1084,ICONW1,18105,2018-06-08 00:00:00,1054.05,0,26.5,611.5,31.51,82.74,50.19,278.11,27.7041,A,True,0,1
1084,ICONW1,18107,2018-06-08 00:00:00,4504.43,0,109,2606.25,130.94,352.63,214.5,1200.11,27.975,A,True,0,1
1045,ICONW1,18155,2018-06-08 00:00:00,243.18,0,8,136,7.28,18.4,11.58,69.92,30.19,A,True,0,1
1045,ICONW1,18156,2018-06-08 00:00:00,729.54,0,24,408,21.83,55.2,34.74,209.77,30.1914,A,True,0,1
1045,ICONW1,18157,2018-06-08 00:00:00,3530.09,0,85,2237.25,79.36,302.7,168.1,742.68,22.0905,A,True,0,1
1045,ICONW1,18158,2018-06-08 00:00:00,0,0,0,0,0,0,0,0,23.5206,A,True,1149.61,1
1038,ICONW1,18159,2018-06-08 00:00:00,1850.93,0,42.75,1191.38,61.75,161.19,88.14,348.47,19.7681,A,True,0,1
1038,ICONW1,18160,2018-06-08 00:00:00,31818.71,0,841.5,18394.5,960.89,2488.78,1515.18,8459.36,27.9154,A,True,0,1
1045,ICONW1,18173,2018-06-08 00:00:00,-12.58,0,-0.5,0,0,0,-0.6,-11.98,100,A,True,0,1
1149,IMPARK,18108,2018-06-08 00:00:00,2340.61,0,77,1309,70.03,177.11,111.46,673.01,30.1913,A,True,0,1
996,IMPERI,18109,2018-06-08 00:00:00,6101.39,0,188.75,3645.5,195.03,493.24,290.54,1477.08,25.4193,A,True,0,1
1059,ITCCO1,18110,2018-06-08 00:00:00,3702.64,0,138.5,2113,112.83,285.89,176.32,1014.6,28.7722,A,True,0,1
1086,ITCCO1,18111,2018-06-08 00:00:00,310.38,0,8,160,8.56,21.65,14.78,105.39,35.6529,A,True,0,1
1151,JACOBB,18112,2018-06-08 00:00:00,2444.34,0,90,1464,77.47,198.08,116.4,588.39,25.2751,A,True,0,1
1049,JERIC1,18072,2018-06-01 00:00:00,-51.86,0,-1.5,0,0,0,-2.47,-49.39,100,A,True,0,1
1156,LEDCO1,18152,2018-06-08 00:00:00,1139.9,0,37,629,33.35,85.1,54.28,338.17,31.1499,A,True,0,1
1056,MANLE1,18113,2018-06-08 00:00:00,2048.96,0,71,1213,63.53,164.12,97.57,510.74,26.1731,A,True,0,1
1014,MARCO3,18114,2018-06-08 00:00:00,1480.97,0,49.5,839.5,43.34,113.58,70.52,414.03,29.3545,A,True,0,1
1065,MONDEV,18115,2018-06-08 00:00:00,1576.73,0,47,893,47.78,120.82,75.08,440.05,29.3044,A,True,0,1
1021,MORNST,18116,2018-06-08 00:00:00,1073.52,0,32,608,32.53,82.26,51.12,299.61,29.3046,A,True,0,1
1021,MORNST,18117,2018-06-08 00:00:00,603.54,0,24,336,17.98,45.46,28.74,175.36,30.508,A,True,0,1
1146,NAVARI,18118,2018-06-08 00:00:00,1191.99,0,45.5,728,2.55,98.5,56.76,306.18,26.9707,A,True,0,1
1012,NOVAC1,18119,2018-06-08 00:00:00,4699.29,0,164.5,2591.75,138.38,350.66,223.78,1394.72,31.1634,A,True,0,1
1115,NUCORE,18120,2018-06-08 00:00:00,5970.51,0,196,3552,190.03,480.59,284.31,1463.58,25.7392,A,True,0,1
1090,ONNIC1,18121,2018-06-08 00:00:00,1219.7,0,39.25,682.13,35.7,92.29,58.08,351.5,30.2595,A,True,0,1
1107,ONNIC1,18122,2018-06-08 00:00:00,2175.26,0,86.5,1211,64.79,163.85,103.58,632.04,30.5086,A,True,0,1
1132,ONNIC1,18123,2018-06-08 00:00:00,201.18,0,8,112,5.99,15.15,9.58,58.46,30.5115,A,True,0,1
1090,ONNIC1,18124,2018-06-08 00:00:00,402.36,0,16,224,11.98,30.31,19.16,116.91,30.5089,A,True,0,1
1132,ONNIC1,18125,2018-06-08 00:00:00,402.36,0,16,224,11.98,30.31,19.16,116.91,30.5089,A,True,0,1
1107,ONNIC1,18126,2018-06-08 00:00:00,427.51,0,17,238,12.73,32.2,20.36,124.22,30.5096,A,True,0,1
1090,ONNIC1,18174,2018-06-08 00:00:00,-226.38,0,-8,0,0,0,-10.78,-215.6,100,A,True,0,1
1140,PACIF4,18127,2018-06-08 00:00:00,352.07,0,14,196,10.49,26.52,16.77,102.29,30.507,A,True,0,1
1047,PANTH1,18128,2018-06-08 00:00:00,3055.59,0,68,1391.5,70.75,188.27,145.5,1259.57,43.2829,A,True,0,1
1148,PEAKC1,18129,2018-06-08 00:00:00,603.54,0,24,336,17.98,45.46,28.74,175.36,30.508,A,True,0,1
1120,PENFO1,18130,2018-06-08 00:00:00,962.13,0,34,544,29.1,73.6,45.82,269.61,29.4234,A,True,0,1
1024,PMCLOG,18131,2018-06-08 00:00:00,109.98,0,5.25,68.25,3.65,9.23,5.24,23.61,22.5415,A,True,0,1
1070,RENDI1,18132,2018-06-08 00:00:00,201.18,0,8,112,5.99,15.15,9.58,58.46,30.5115,A,True,0,1
1015,SAWCHU,18133,2018-06-08 00:00:00,3374.47,0,84.5,2063,110.37,279.12,160.69,761.29,23.6883,A,True,0,1
1122,SIMAL,18134,2018-06-08 00:00:00,1295.1,0,51.5,721,38.57,97.55,61.67,376.31,30.5092,A,True,0,1
1017,SPIRCO,18135,2018-06-08 00:00:00,4763.9,0,158,2652,141.03,358.82,226.85,1385.2,30.5309,A,True,0,1
1063,UNISO1,18161,2018-06-08 00:00:00,2080.26,0,56,1264,67.62,171.02,99.06,478.56,24.1551,A,True,0,1
1054,UNISO1,18162,2018-06-08 00:00:00,2188.06,0,83,1226,65.59,165.88,104.19,626.4,30.0595,A,True,0,1
1039,URBAN1,18136,2018-06-08 00:00:00,1307.09,0,42,774,40.45,104.72,62.24,325.68,26.1622,A,True,0,1
1040,URBAN1,18137,2018-06-08 00:00:00,2614.23,0,75,1397.5,74.23,189.08,124.49,828.93,33.2938,A,True,0,1
1062,URBAN1,18138,2018-06-08 00:00:00,3219.3,0,120,1920,102.72,259.78,153.3,783.5,25.5545,A,True,0,1
1023,VANMAN,18139,2018-06-08 00:00:00,2414.16,0,96,1344,71.9,181.84,114.96,701.46,30.5089,A,True,0,1
986,VICINI,18071,2018-05-25 00:00:00,-67.2,0,-8,0,0,0,-3.2,-64,100,A,True,0,1
1084,ICONW1,18285,2018-06-15 00:00:00,6185.05,0,146.5,3575.75,198.75,483.8,294.53,1632.22,27.7093,A,True,0,1
1045,ICONW1,18287,2018-06-15 00:00:00,2495.88,0,53,1487.5,80.03,201.26,118.85,608.24,25.5882,A,True,0,1
1045,ICONW1,18288,2018-06-15 00:00:00,3339.45,0,80.75,2122,72,287.11,159.02,699.32,21.9882,A,True,0,1
1045,ICONW1,18289,2018-06-15 00:00:00,1238.71,0,40,692.75,41.07,93.73,58.99,352.17,29.852,A,True,0,1
1038,ICONW1,18290,2018-06-15 00:00:00,34303.34,0,910.5,19865.26,1172.04,2687.77,1633.49,8944.78,27.3793,A,True,0,1
1038,ICONW1,18291,2018-06-15 00:00:00,1725.09,0,40.75,1110.38,66.46,150.23,82.15,315.87,19.2259,A,True,0,1
996,IMPERI,18216,2018-06-15 00:00:00,2054.48,0,77.5,1152,69.58,155.87,97.83,579.2,29.6016,A,True,0,1
1059,ITCCO1,18217,2018-06-15 00:00:00,2447.75,0,84,1384,81.18,187.26,116.56,678.75,29.116,A,True,0,1
43,JOHNSO,18218,2018-06-15 00:00:00,755.37,0,12,432,26.09,58.45,35.97,202.86,28.1985,A,True,0,1
1058,KINDR1,18219,2018-06-15 00:00:00,486.36,0,16,272,16.43,36.8,23.16,137.97,29.7863,A,True,0,1
1156,LEDCO1,18220,2018-06-15 00:00:00,486.36,0,16,272,16.43,36.8,23.16,137.97,29.7863,A,True,0,1
1056,MANLE1,18221,2018-06-15 00:00:00,1990.13,0,73,1155.5,69.79,156.34,94.77,513.73,27.1046,A,True,0,1
1061,MARCO3,18180,2018-03-02 00:00:00,327.18,0,8,176,10.63,23.81,15.58,101.16,32.4647,A,True,0,1
1014,MARCO3,18222,2018-06-15 00:00:00,1276.49,0,46,728,43.97,98.5,60.79,345.23,28.3976,A,True,0,1
1061,MARCO3,18223,2018-06-15 00:00:00,1375.92,0,32,880,53.15,119.06,65.52,258.19,19.7031,A,True,0,1
1061,MARCO3,18224,2018-06-15 00:00:00,1913.39,0,43,1112.5,64.93,150.52,91.11,494.33,27.127,A,True,0,1
1065,MONDEV,18225,2018-06-15 00:00:00,1274.81,0,38,722,43.61,97.69,60.71,350.8,28.8938,A,True,0,1
1021,MORNST,18227,2018-06-15 00:00:00,268.38,0,8,152,9.18,20.57,12.78,73.85,28.8928,A,True,0,1
1021,MORNST,18228,2018-06-15 00:00:00,1073.52,0,32,608,36.72,82.26,51.12,295.42,28.8948,A,True,0,1
1021,MORNST,18229,2018-06-15 00:00:00,603.54,0,24,336,20.29,45.46,28.74,173.05,30.1061,A,True,0,1
1083,MORNST,18278,2018-06-15 00:00:00,234.83,0,7,133,8.03,17.99,11.18,64.63,28.8978,A,True,0,1
1083,MORNST,18279,2018-06-15 00:00:00,268.38,0,8,152,9.18,20.57,12.78,73.85,28.8928,A,True,0,1
1146,NAVARI,18230,2018-06-15 00:00:00,897.27,0,34.25,548,2.41,74.14,42.73,229.99,26.9139,A,True,0,1
1012,NOVAC1,18231,2018-06-15 00:00:00,3335.99,0,127.5,1842,111.26,249.22,158.86,974.65,30.6771,A,True,0,1
1153,NUCORE,18232,2018-06-15 00:00:00,1207.08,0,48,672,40.59,90.92,57.48,346.09,30.1053,A,True,0,1
1044,ONESTO,18181,2018-06-08 00:00:00,-163.8,0,-76,0,0,0,-7.8,-156,100,A,True,0,1
1089,ONNIC1,18233,2018-06-15 00:00:00,106.88,0,4.25,59.5,3.59,8.05,5.09,30.65,30.111,A,True,0,1
1090,ONNIC1,18234,2018-06-15 00:00:00,1397.19,0,46.5,781,46.66,105.67,66.53,397.33,29.8596,A,True,0,1
1097,ONNIC1,18235,2018-06-15 00:00:00,220.04,0,8.5,122.5,7.19,16.57,10.48,63.3,30.2061,A,True,0,1
1169,ONNIC1,18237,2018-06-15 00:00:00,163.46,0,6.5,91,5.5,12.31,7.78,46.87,30.1066,A,True,0,1
1097,ONNIC1,18238,2018-06-15 00:00:00,201.18,0,8,112,6.76,15.15,9.58,57.69,30.1096,A,True,0,1
1097,ONNIC1,18239,2018-06-15 00:00:00,402.36,0,16,224,13.53,30.31,19.16,115.36,30.1044,A,True,0,1
1097,ONNIC1,18240,2018-06-15 00:00:00,198.08,0,7,112,6.76,15.15,9.43,54.74,29.0167,A,True,0,1
1097,ONNIC1,18241,2018-06-15 00:00:00,251.48,0,10,140,8.46,18.94,11.98,72.1,30.1044,A,True,0,1
1097,ONNIC1,18242,2018-06-15 00:00:00,113.17,0,4.5,63,3.81,8.52,5.39,32.45,30.1076,A,True,0,1
1097,ONNIC1,18243,2018-06-15 00:00:00,125.74,0,5,70,4.23,9.47,5.99,36.05,30.1044,A,True,0,1
1143,ONNIC1,18280,2018-06-15 00:00:00,220.13,0,7,126,7.61,17.05,10.48,58.99,28.1374,A,True,0,1
1143,ONNIC1,18281,2018-06-15 00:00:00,251.58,0,8,144,8.7,19.48,11.98,67.42,28.1386,A,True,0,1
1143,ONNIC1,18282,2018-06-15 00:00:00,125.79,0,4,72,4.35,9.74,5.99,33.71,28.1386,A,True,0,1
1047,PANTH1,18244,2018-06-15 00:00:00,1912.68,0,48,880,53.15,119.06,91.08,769.39,42.237,A,True,0,1
1166,PANTH1,18245,2018-06-15 00:00:00,1569.75,0,52,756,45.66,102.29,74.75,591.05,39.5351,A,True,0,1
1176,PENFO1,18246,2018-06-15 00:00:00,150.89,0,6,84,5.07,11.37,7.19,43.26,30.1044,A,True,0,1
1024,PMCLOG,18247,2018-06-15 00:00:00,335.17,0,16,208,12.56,28.14,15.96,70.51,22.0889,A,True,0,1
1162,PROCAN,18248,2018-06-15 00:00:00,687.96,0,16,368,22.23,49.79,32.76,215.18,32.8419,A,True,0,1
1070,RENDI1,18249,2018-06-15 00:00:00,1345.42,0,53.5,749,45.24,101.34,64.07,385.77,30.1065,A,True,0,1
1015,SAWCHU,18250,2018-06-15 00:00:00,2147.41,0,67.25,1279,77.25,173.05,102.26,515.85,25.2231,A,True,0,1
1122,SIMAL,18251,2018-06-15 00:00:00,729.29,0,29,406,24.52,54.93,34.73,209.11,30.1068,A,True,0,1
1017,SPIRCO,18252,2018-06-15 00:00:00,5714.45,0,191.5,3178.5,190.02,430.05,272.12,1643.76,30.2032,A,True,0,1
1164,SYNLA1,18253,2018-06-15 00:00:00,301.77,0,12,180,10.87,24.35,14.37,72.18,25.1148,A,True,0,1
1054,UNISO1,18254,2018-06-15 00:00:00,1383.12,0,55,770,46.51,104.18,65.86,396.57,30.1057,A,True,0,1
1063,UNISO1,18255,2018-06-15 00:00:00,1677.9,0,40,1040,62.82,140.71,79.9,354.47,22.1821,A,True,0,1
1039,URBAN1,18256,2018-06-15 00:00:00,1732.67,0,56,1026,60.88,138.82,82.51,424.46,25.7224,A,True,0,1
1040,URBAN1,18257,2018-06-15 00:00:00,2860.89,0,81.5,1524,91.75,206.2,136.23,902.71,33.1311,A,True,0,1
1062,URBAN1,18258,2018-06-15 00:00:00,1131.9,0,40,720,43.49,97.42,53.9,217.09,20.1382,A,True,0,1
1167,URBAN1,18259,2018-06-15 00:00:00,402.77,0,11.5,225.25,11.81,30.48,19.18,116.05,30.2537,A,True,0,1
1171,URBAN1,18260,2018-06-15 00:00:00,545.32,0,13,299,18.06,40.45,25.97,161.84,31.162,A,True,0,1
1023,VANMAN,18261,2018-06-15 00:00:00,1609.44,0,64,896,54.12,121.23,76.64,461.45,30.105,A,True,0,1
1020,VENTA1,18262,2018-06-15 00:00:00,767.01,0,30.5,427,25.79,57.77,36.52,219.93,30.1072,A,True,0,1
1172,VENTA1,18263,2018-06-15 00:00:00,804.72,0,32,480,28.99,64.94,38.32,192.47,25.1135,A,True,0,1
709,HAEBL1,14776,2017-11-03 00:00:00,2172.2,0,56.5,1424.5,66.5,192.73,103.44,385.03,18.6116,A,True,0,1
544,HANSO1,14777,2017-11-03 00:00:00,103.72,0,4.5,58.5,3.13,7.92,4.94,29.23,29.591,A,True,0,1
193,HCCOLD,14778,2017-11-03 00:00:00,915.29,0,46,598,31.99,80.91,43.59,160.8,18.4467,A,True,0,1
303,HEABRA,14852,2017-11-03 00:00:00,3168.9,0,120,1808,96.73,244.62,150.9,868.65,28.7823,A,True,0,1
356,HORIZL,14780,2017-11-03 00:00:00,46.1,0,2,26,1.39,3.52,2.2,12.99,29.59,A,True,0,1
692,IRONM1,14781,2017-11-03 00:00:00,1022.7,0,40,584,31.24,79.02,48.7,279.74,28.7207,A,True,0,1
456,ITCCO1,14782,2017-11-03 00:00:00,1659.42,0,72,936,50.08,126.64,79.02,467.68,29.5925,A,True,0,1
581,ITCCO1,14783,2017-11-03 00:00:00,155.64,0,5.5,88,4.71,11.91,7.41,43.61,29.4205,A,True,0,1
152,JERIC1,14784,2017-11-03 00:00:00,311.16,0,13.5,175.5,9.39,23.75,14.82,87.7,29.5944,A,True,0,1
43,JOHNSO,14785,2017-11-03 00:00:00,3178.85,0,47,1818,90.52,245.98,151.37,872.98,28.8352,A,True,0,1
690,JTWCO1,14786,2017-11-03 00:00:00,253.53,0,11,148.5,7.94,20.09,12.07,64.93,26.8906,A,True,0,1
317,LEDCO1,14787,2017-11-03 00:00:00,335.58,0,8,176,9.42,23.81,15.98,110.37,34.5338,A,True,0,1
643,LEDCO1,14788,2017-11-03 00:00:00,587.9,0,20,330,16.05,44.65,28,169.2,30.2197,A,True,0,1
227,MARCO3,14789,2017-11-03 00:00:00,184.38,0,8,112,5.99,15.15,8.78,42.46,24.18,A,True,0,1
530,MARCO3,14790,2017-11-03 00:00:00,0,0,0,0,0,0,0,0,26.5141,A,True,268.38,1
227,MARCO3,14792,2017-11-03 00:00:00,1677.9,0,40,1080,57.78,146.12,79.9,314.1,19.6558,A,True,0,1
716,MARCO3,14851,2017-11-03 00:00:00,184.38,0,8,112,5.99,15.15,8.78,42.46,24.18,A,True,0,1
619,MARSHD,14793,2017-11-03 00:00:00,1047.9,0,40,600,32.1,81.18,49.9,284.72,28.5291,A,True,0,1
694,MERCRO,14794,2017-11-03 00:00:00,184.38,0,8,104,5.56,14.07,8.78,51.97,29.5957,A,True,0,1
222,MONDEV,14795,2017-11-03 00:00:00,980.91,0,36,612,32.74,82.8,46.71,206.66,22.1216,A,True,0,1
645,MORNST,14796,2017-11-03 00:00:00,553.14,0,24,312,16.69,42.21,26.34,155.9,29.5938,A,True,0,1
675,NAIKOO,14797,2017-11-03 00:00:00,293.85,0,12.75,165.75,8.87,22.43,13.99,82.81,29.5898,A,True,0,1
552,NORTH1,14798,2017-11-03 00:00:00,2843.9,0,100.5,1608,86.03,217.56,135.42,796.89,29.422,A,True,0,1
376,NORTH2,14799,2017-11-03 00:00:00,743.98,0,29,478,25.57,64.67,35.43,140.31,19.8024,A,True,0,1
541,ONESTO,14800,2017-11-03 00:00:00,248.88,0,9,152,7.7,20.57,11.85,56.76,23.9463,A,True,0,1
684,ONESTO,14801,2017-11-03 00:00:00,157.19,0,6,96,5.14,12.99,7.49,35.57,23.7609,A,True,0,1
693,ONESTO,14802,2017-11-03 00:00:00,248.88,0,9,152,7.7,20.57,11.85,56.76,23.9463,A,True,0,1
