Reference,Customer,Invoice,InvoiceDate,Total,Payments,Hours,Pay,Comp,Burden,Pass,Profit,%Profit,Terms,PostedToAR,ReversedTotal,LocationId
2027,CENTU1,26864,2019-09-27 00:00:00,190.73,0,7,105,7.48,14.21,9.08,54.96,30.256,A,True,0,1
2027,CENTU1,26865,2019-09-27 00:00:00,1239.77,0,45.5,682.5,48.59,92.34,59.04,357.3,30.2609,A,True,0,1
2027,CENTU1,26903,2019-10-18 00:00:00,572.2,0,21,315,22.43,42.62,27.25,164.9,30.2597,A,True,0,1
2157,CHANDO,26791,2019-10-11 00:00:00,801.92,0,25,433.5,30.26,58.65,38.19,241.32,31.5976,A,True,0,1
2222,CHANDO,26826,2019-10-11 00:00:00,1585.71,0,36,864,61.52,116.9,75.51,467.78,30.9747,A,True,0,1
2210,CHANDO,26827,2019-10-11 00:00:00,2158.33,0,46,1249.5,83.52,169.06,102.78,553.47,26.9256,A,True,0,2
2210,CHANDO,26828,2019-10-11 00:00:00,1039.92,0,32,608,43.29,82.26,49.52,256.85,25.934,A,True,0,2
2157,CHANDO,26904,2019-10-18 00:00:00,3327.52,0,98.5,1952.5,138.02,264.17,158.45,814.38,25.6978,A,True,0,1
2222,CHANDO,26905,2019-10-18 00:00:00,2554.76,0,52,1392,88.86,188.34,121.66,763.9,31.3962,A,True,0,1
2195,CLEARV,26784,2019-10-11 00:00:00,1226.45,0,39,663,47.21,89.7,58.4,368.14,31.5175,A,True,0,1
2195,CLEARV,26876,2019-10-18 00:00:00,1006.32,0,32,544,38.73,73.6,47.92,302.07,31.5182,A,True,0,1
2374,CREWLO,26782,2019-10-11 00:00:00,429.15,0,15.75,236.25,16.82,31.96,20.44,123.68,30.2611,A,True,0,1
2344,CREWLO,26785,2019-10-11 00:00:00,1239.83,0,44.5,680.5,48.45,92.07,59.04,359.77,30.4686,A,True,0,1
2344,CREWLO,26786,2019-10-11 00:00:00,204.36,0,7.5,112.5,8.01,15.22,9.73,58.9,30.2625,A,True,0,1
2345,CREWLO,26787,2019-10-11 00:00:00,2023.12,0,73.5,1113.75,78.5,150.69,96.34,583.84,30.3013,A,True,0,2
2345,CREWLO,26788,2019-10-11 00:00:00,653.94,0,24,360,25.63,48.71,31.14,188.46,30.2601,A,True,0,2
2374,CREWLO,26877,2019-10-18 00:00:00,408.72,0,15,225,16.02,30.44,19.46,117.8,30.2625,A,True,0,1
2380,CREWLO,26878,2019-10-18 00:00:00,228.2,0,8.25,125.63,8.81,17,10.87,65.89,30.3179,A,True,0,2
2380,CREWLO,26879,2019-10-18 00:00:00,299.72,0,10,165,10.68,22.32,14.27,87.45,30.6358,A,True,0,2
2302,DAMACO,26829,2019-10-11 00:00:00,108.99,0,4,60,4.27,8.12,5.19,31.41,30.2601,A,True,0,2
1939,DARWI1,26778,2019-10-11 00:00:00,1845.48,0,48,1008,71.77,136.38,87.88,541.45,30.8062,A,True,0,2
2046,DARWI1,26906,2019-10-18 00:00:00,326.97,0,12,180,12.82,24.35,15.57,94.23,30.2601,A,True,0,1
2247,DARWI1,26907,2019-10-18 00:00:00,519.96,0,16,304,21.64,41.13,24.76,128.43,25.935,A,True,0,1
2355,DONNE1,26789,2019-10-11 00:00:00,1171.67,0,43,645,45.92,87.27,55.79,337.69,30.2622,A,True,0,2
2375,DONNE1,26790,2019-10-11 00:00:00,408.71,0,14,225,14.95,30.44,19.46,118.86,30.5356,A,True,0,2
2359,DPCWIN,26791,2019-10-11 00:00:00,435.96,0,16,240,17.09,32.47,20.76,125.64,30.2601,A,True,0,2
2358,ECOCON,26880,2019-10-18 00:00:00,108.99,0,4,60,4.27,8.12,5.19,31.41,30.2601,A,True,0,1
1972,EMBER1,26783,2019-10-11 00:00:00,251.48,0,50.5,929.75,54.5,125.8,11.98,-870.55,-363.4864,A,True,0,1
1954,EMBER1,26784,2019-10-11 00:00:00,0,0,39.5,632,45,85.51,0,-762.51,0,A,True,0,2
1972,EMBER1,26881,2019-10-18 00:00:00,0,0,35,649,46.21,87.81,0,-783.02,0,A,True,0,1
1973,ETROCO,26792,2019-10-11 00:00:00,3422.52,0,89.5,1956.25,130.83,264.68,162.98,907.78,27.8499,A,True,0,1
1973,ETROCO,26882,2019-10-18 00:00:00,1089.9,0,40,600,42.72,81.18,51.9,314.1,30.2601,A,True,0,1
2073,ETROCO,26883,2019-10-18 00:00:00,376.23,0,8.5,210,14.52,28.41,17.92,105.38,29.4103,A,True,0,1
2071,HAEBL1,26793,2019-10-11 00:00:00,4471.74,0,94,2496,160.63,337.71,212.94,1264.46,29.6905,A,True,0,1
2071,HAEBL1,26884,2019-10-18 00:00:00,1784.4,0,38,996,64.94,134.76,84.97,503.73,29.6411,A,True,0,1
2352,HANSO1,26794,2019-10-11 00:00:00,108.99,0,4,60,4.27,8.12,5.19,31.41,30.2601,A,True,0,2
2023,ICONW1,26779,2019-10-11 00:00:00,731.2,0,22.5,427.5,30.44,57.84,34.82,180.6,25.9341,A,True,0,1
1983,ICONW1,26785,2019-10-11 00:00:00,1612.41,0,37.5,900,64.08,121.77,76.78,449.78,29.2896,A,True,0,1
1978,ICONW1,26788,2019-10-11 00:00:00,11705.98,0,243.25,7044.94,437.52,953.18,557.43,2712.91,24.3342,A,True,0,1
1982,ICONW1,26790,2019-10-11 00:00:00,1816.65,0,38.5,1161.88,75.38,157.2,86.51,335.68,19.4019,A,True,0,1
1982,ICONW1,26940,2019-10-18 00:00:00,1913.39,0,43,1068,73.48,144.5,91.11,536.3,29.4302,A,True,0,1
2232,INTERG,26786,2019-10-11 00:00:00,739.32,0,22.5,432.25,30.44,58.48,35.21,182.94,25.9817,A,True,0,1
2232,INTERG,26885,2019-10-18 00:00:00,357.47,0,10,209,13.53,28.28,17.02,89.64,26.3299,A,True,0,1
2042,JERIC1,26795,2019-10-11 00:00:00,735.69,0,27,405,28.84,54.8,35.03,212.02,30.26,A,True,0,1
2336,KAMEAC,26796,2019-10-11 00:00:00,1564.19,0,32,719.5,45.36,97.35,74.49,627.49,42.1219,A,True,0,1
2336,KAMEAC,26937,2019-10-25 00:00:00,-62.9,0,-2,-69,-4.91,-9.34,-3,23.35,-38.9816,A,True,0,1
2120,KAREEN,26830,2019-10-11 00:00:00,259.98,0,8,152,10.82,20.57,12.38,64.21,25.933,A,True,0,1
1984,KENAID,26820,2019-10-11 00:00:00,2891.7,0,108,2040,145.25,276.01,137.7,292.74,10.6296,A,True,0,1
1984,KENAID,26821,2019-10-11 00:00:00,1348.77,0,48.5,742.5,51.8,100.46,64.23,389.78,30.3439,A,True,0,1
1984,KENAID,26908,2019-10-18 00:00:00,2891.7,0,108,2040,145.25,276.01,137.7,292.74,10.6296,A,True,0,1
1984,KENAID,26909,2019-10-18 00:00:00,190.73,0,7,105,7.48,14.21,9.08,54.96,30.256,A,True,0,1
2257,LEDCO1,26822,2019-10-11 00:00:00,217.98,0,8,120,8.54,16.24,10.38,62.82,30.2601,A,True,0,1
2257,LEDCO1,26823,2019-10-11 00:00:00,1416.87,0,52,780,55.54,105.53,67.47,408.33,30.2601,A,True,0,1
1986,LEDCO1,26832,2019-10-11 00:00:00,8652.91,0,240.25,4791.88,321.92,648.34,412.04,2478.73,30.0785,A,True,0,1
1987,LEDCO1,26833,2019-10-11 00:00:00,6239.34,0,189,3447,237.67,466.38,297.11,1791.18,30.1432,A,True,0,1
1987,LEDCO1,26911,2019-10-18 00:00:00,5345.21,0,147,2934,196.23,396.97,254.53,1563.48,30.7126,A,True,0,1
2257,LEDCO1,26912,2019-10-18 00:00:00,871.92,0,32,480,34.18,64.94,41.52,251.28,30.2601,A,True,0,1
2349,LEDCO1,26913,2019-10-18 00:00:00,1240.5,0,41,670,46.99,90.65,59.07,373.79,31.6388,A,True,0,1
2349,LEDCO1,26914,2019-10-18 00:00:00,1930.17,0,46.5,995,66.22,134.62,91.91,642.42,34.9472,A,True,0,1
1986,LEDCO1,26938,2019-10-18 00:00:00,4626.17,0,131.75,2671.63,181.69,361.47,220.29,1191.09,27.0341,A,True,0,1
2373,LPSCO1,26797,2019-10-11 00:00:00,435.96,0,16,240,17.09,32.47,20.76,125.64,30.2601,A,True,0,1
2373,LPSCO1,26886,2019-10-18 00:00:00,217.98,0,8,120,8.54,16.24,10.38,62.82,30.2601,A,True,0,1
2035,MARCO3,26780,2019-10-11 00:00:00,1257.9,0,40,680,48.42,92,59.9,377.58,31.5175,A,True,0,1
2035,MARCO3,26915,2019-10-18 00:00:00,1257.9,0,40,680,48.42,92,59.9,377.58,31.5175,A,True,0,1
2150,MODNIA,26836,2019-10-11 00:00:00,380.57,0,10,209,13.53,28.28,18.12,111.64,30.8015,A,True,0,1
2354,MODNIA,26837,2019-10-11 00:00:00,1089.9,0,40,600,42.72,81.18,51.9,314.1,30.2601,A,True,0,2
1945,MORNST,26838,2019-10-11 00:00:00,1643.39,0,45,950,64.08,128.54,78.26,422.51,26.9952,A,True,0,2
2198,NEWELE,26799,2019-10-11 00:00:00,217.98,0,8,120,8.54,16.24,10.38,62.82,30.2601,A,True,0,1
2189,NEWELE,26800,2019-10-11 00:00:00,677.05,0,24,371,26.42,50.2,32.24,197.19,30.5811,A,True,0,2
2190,NEWELE,26887,2019-10-18 00:00:00,2539.38,0,80.5,1453.5,103.17,196.66,120.92,665.13,27.5022,A,True,0,1
2369,NOBLEW,26787,2019-10-11 00:00:00,599.45,0,22,330,23.5,44.65,28.55,172.75,30.2592,A,True,0,1
2366,NOVAC1,26802,2019-10-11 00:00:00,817.43,0,30,450,32.04,60.89,38.93,235.57,30.2595,A,True,0,2
2322,NOVAC1,26939,2019-10-11 00:00:00,945.47,0,31,513,36.53,69.41,45.02,281.51,31.2633,A,True,0,2
2135,ONNIC1,26777,2019-10-11 00:00:00,-456.39,0,-16.5,-251.25,-17.62,-33.99,-21.73,-131.8,30.3226,A,True,0,2
2255,ONNIC1,26778,2019-10-11 00:00:00,-1287.45,0,-47.5,0,0,0,-61.31,-1226.14,100,A,True,0,2
2196,ONNIC1,26839,2019-10-11 00:00:00,177.11,0,6.5,97.5,6.94,13.19,8.43,51.05,30.2644,A,True,0,1
2135,ONNIC1,26840,2019-10-11 00:00:00,435.96,0,16,240,17.09,32.47,20.76,125.64,30.2601,A,True,0,2
2102,ONNIC1,26866,2019-10-18 00:00:00,-108.99,0,-4,0,0,0,-5.19,-103.8,100,A,True,0,1
2196,ONNIC1,26916,2019-10-18 00:00:00,163.49,0,6,90,6.41,12.18,7.79,47.11,30.2569,A,True,0,1
2385,ONNIC1,26917,2019-10-18 00:00:00,754.74,0,24,408,29.05,55.2,35.94,226.55,31.5178,A,True,0,1
2385,ONNIC1,26918,2019-10-18 00:00:00,259.98,0,8,152,10.82,20.57,12.38,64.21,25.933,A,True,0,1
2385,ONNIC1,26919,2019-10-18 00:00:00,357.48,0,11,209,14.88,28.28,17.02,88.3,25.9355,A,True,0,1
2377,PACIF4,26803,2019-10-11 00:00:00,149.87,0,5.5,82.5,5.87,11.16,7.14,43.2,30.2669,A,True,0,1
2009,PCLCO1,26841,2019-10-11 00:00:00,5868.66,0,151,3457.75,228.62,467.83,279.46,1435,25.6745,A,True,0,1
2009,PCLCO1,26920,2019-10-18 00:00:00,5597.98,0,141,3305,217.16,447.17,266.57,1362.08,25.5482,A,True,0,1
2298,PITTM1,26804,2019-10-11 00:00:00,2230.62,0,72,1208,86.01,163.44,106.22,666.95,31.3947,A,True,0,1
2298,PITTM1,26888,2019-10-18 00:00:00,2574.39,0,84,1396,99.4,188.88,122.59,767.52,31.3043,A,True,0,1
2390,PITTM1,26889,2019-10-18 00:00:00,0,0,0,0,0,0,0,0,30.2607,A,True,926.42,1
2118,PMCLOG,26805,2019-10-11 00:00:00,1536.22,0,62.5,892.5,62.3,120.76,73.15,387.51,26.4861,A,True,0,2
2389,POWELL,26890,2019-10-18 00:00:00,435.96,0,16,240,17.09,32.47,20.76,125.64,30.2601,A,True,0,1
2360,PRECES,26806,2019-10-11 00:00:00,628.96,0,20,340,24.21,46,29.95,188.8,31.5187,A,True,0,1
2360,PRECES,26891,2019-10-18 00:00:00,503.16,0,16,272,19.37,36.8,23.96,151.03,31.5171,A,True,0,1
1947,REDEKO,26824,2019-10-11 00:00:00,7673.73,0,208.5,4458.5,308.97,603.24,365.42,1937.6,26.5123,A,True,0,2
1996,RENDI1,26843,2019-10-11 00:00:00,3154.15,0,77,1867,125.95,252.61,150.2,758.39,25.2464,A,True,0,1
1996,RENDI1,26921,2019-10-18 00:00:00,2946.46,0,75,1801,124.24,243.68,140.31,637.23,22.7083,A,True,0,1
1997,RENDI1,26922,2019-10-18 00:00:00,496.85,0,16.5,283.5,20.19,38.36,23.66,131.14,27.714,A,True,0,1
2398,RIGGI1,26923,2019-10-18 00:00:00,1049.03,0,38.5,577.5,41.12,78.14,49.95,302.32,30.2598,A,True,0,1
2399,RIGGI1,26924,2019-10-18 00:00:00,3705.66,0,136,2130,149.52,288.19,176.46,961.49,27.2439,A,True,0,1
2399,RIGGI1,26925,2019-10-18 00:00:00,108.99,0,4,60,4.27,8.12,5.19,31.41,30.2601,A,True,0,1
1995,RIZEA1,26825,2019-10-11 00:00:00,4931.5,0,143,2923,196.09,395.48,234.83,1182.1,25.1689,A,True,0,1
1995,RIZEA1,26926,2019-10-18 00:00:00,2713.54,0,82,1598.25,111.68,216.24,129.22,658.15,25.467,A,True,0,1
2325,ROCKYM,26807,2019-10-11 00:00:00,544.95,0,20,300,21.36,40.59,25.95,157.05,30.2601,A,True,0,1
2325,ROCKYM,26892,2019-10-18 00:00:00,217.98,0,8,120,8.54,16.24,10.38,62.82,30.2601,A,True,0,1
2187,ROYDEN,26808,2019-10-11 00:00:00,653.94,0,24,360,25.63,48.71,31.14,188.46,30.2601,A,True,0,1
1930,SHIELD,26809,2019-10-11 00:00:00,2248.5,0,71.5,1223.5,87.11,165.54,107.07,665.28,31.0671,A,True,0,1
2371,SHIELD,26810,2019-10-11 00:00:00,163.49,0,6,90,6.41,12.18,7.79,47.11,30.2569,A,True,0,1
1930,SHIELD,26893,2019-10-18 00:00:00,1415.15,0,45,765,54.47,103.5,67.39,424.79,31.5182,A,True,0,1
2378,SHIELD,26894,2019-10-18 00:00:00,880.53,0,28,476,33.89,64.4,41.93,264.31,31.518,A,True,0,1
2368,SHOWMA,26811,2019-10-11 00:00:00,435.96,0,16,240,17.09,32.47,20.76,125.64,30.2601,A,True,0,2
2004,SPIRCO,26845,2019-10-11 00:00:00,2203.62,0,47.5,1230,81.17,166.42,104.93,621.1,29.5947,A,True,0,1
2004,SPIRCO,26927,2019-10-18 00:00:00,2461.61,0,51.5,1374,88,185.9,117.22,696.49,29.7088,A,True,0,1
2119,STANH1,26895,2019-10-18 00:00:00,204.36,0,7.5,112.5,8.01,15.22,9.73,58.9,30.2625,A,True,0,1
2115,SYNCRA,26846,2019-10-11 00:00:00,2990.04,0,91.25,1717.75,118.44,232.41,142.38,779.06,27.3579,A,True,0,1
2207,SYNCRA,26847,2019-10-11 00:00:00,3725.03,0,103.5,2288.25,147.17,309.6,177.38,802.63,22.6243,A,True,0,1
2115,SYNCRA,26928,2019-10-18 00:00:00,2775.78,0,88,1600,113.92,216.48,132.18,713.2,26.9784,A,True,0,1
2207,SYNCRA,26929,2019-10-18 00:00:00,4545.6,0,125.25,2809.63,179.12,380.14,216.46,960.25,22.1811,A,True,0,1
2364,TAMGMT,26812,2019-10-11 00:00:00,381.48,0,14,210,14.95,28.41,18.17,109.95,30.2634,A,True,0,1
2364,TAMGMT,26896,2019-10-18 00:00:00,408.72,0,15,225,16.02,30.44,19.46,117.8,30.2625,A,True,0,1
2342,TESLAM,26813,2019-10-11 00:00:00,0,0,0,0,0,0,0,0,15.374,A,True,4284.69,1
2342,TESLAM,26897,2019-10-18 00:00:00,0,0,0,0,0,0,0,0,0,A,True,0,1
1917,TURNER,26814,2019-10-11 00:00:00,217.98,0,8,120,8.54,16.24,10.38,62.82,30.2601,A,True,0,1
2103,URBAN1,26789,2019-10-11 00:00:00,227.48,0,7,133,9.47,17.99,10.83,56.19,25.9358,A,True,0,1
2017,URBAN1,26848,2019-10-11 00:00:00,2128.59,0,60,1248.5,81.45,168.92,101.36,528.36,26.0632,A,True,0,1
2018,URBAN1,26849,2019-10-11 00:00:00,2463,0,62.5,1498.5,100.71,202.75,117.29,543.75,23.1806,A,True,0,1
2020,URBAN1,26850,2019-10-11 00:00:00,327.18,0,8,192,13.67,0,15.58,105.93,33.9955,A,True,0,1
2021,URBAN1,26851,2019-10-11 00:00:00,1360.92,0,42,790.5,54.97,106.95,64.81,343.69,26.517,A,True,0,1
2022,URBAN1,26852,2019-10-11 00:00:00,9971.08,0,260.5,5913.25,399.26,800.06,474.81,2383.7,25.1014,A,True,0,1
2103,URBAN1,26853,2019-10-11 00:00:00,2908.54,0,85.5,1700.5,115.67,230.08,138.5,723.79,26.1292,A,True,0,1
2109,URBAN1,26854,2019-10-11 00:00:00,308.73,0,9,180.5,12.18,24.42,14.7,76.93,26.164,A,True,0,1
2326,URBAN1,26855,2019-10-11 00:00:00,171.99,0,4,116,8.26,15.69,8.19,23.85,14.5604,A,True,0,1
2109,URBAN1,26856,2019-10-11 00:00:00,217.98,0,8,120,8.54,16.24,10.38,62.82,30.2601,A,True,0,1
2109,URBAN1,26857,2019-10-11 00:00:00,313.35,0,11.5,172.5,12.28,23.34,14.92,90.31,30.2617,A,True,0,1
2109,URBAN1,26858,2019-10-11 00:00:00,243.74,0,7.5,142.5,10.15,19.28,11.61,60.2,25.9337,A,True,0,1
1949,URBAN1,26859,2019-10-11 00:00:00,6049.88,0,183.75,3547.27,238.74,479.95,288.09,1495.83,25.9612,A,True,0,2
2017,URBAN1,26930,2019-10-18 00:00:00,2404.83,0,67.5,1406,91.31,190.23,114.52,602.77,26.3183,A,True,0,1
2018,URBAN1,26931,2019-10-18 00:00:00,3016.69,0,81.5,1798,123.32,243.27,143.65,708.45,24.6585,A,True,0,1
2022,URBAN1,26932,2019-10-18 00:00:00,8199.37,0,210,4860.75,335.03,657.66,390.45,1955.48,25.0416,A,True,0,1
2103,URBAN1,26933,2019-10-18 00:00:00,2226.08,0,68.5,1301.5,92.67,176.09,106,549.82,25.9339,A,True,0,1
2109,URBAN1,26934,2019-10-18 00:00:00,284.35,0,8.5,166.25,11.5,22.49,13.54,70.57,26.0589,A,True,0,1
2326,URBAN1,26935,2019-10-18 00:00:00,2321.87,0,51,1481,100.32,200.38,110.57,429.6,19.4275,A,True,0,1
2095,VINTOP,26815,2019-10-11 00:00:00,401.9,0,14.5,221.25,15.49,29.94,19.14,116.08,30.3271,A,True,0,1
2095,VINTOP,26898,2019-10-18 00:00:00,326.97,0,12,180,12.82,24.35,15.57,94.23,30.2601,A,True,0,1
2319,WALMCL,26860,2019-10-11 00:00:00,1409.52,0,32,768,54.68,103.91,67.12,415.81,30.9751,A,True,0,1
2090,WALMCL,26861,2019-10-11 00:00:00,435.96,0,16,240,17.09,32.47,20.76,125.64,30.2601,A,True,0,2
2301,WALMCL,26862,2019-10-11 00:00:00,1719.9,0,40,960,68.35,129.89,81.9,479.76,29.2894,A,True,0,2
2013,WESGR1,26941,2019-10-04 00:00:00,284.35,0,8.5,166.25,11.5,22.49,13.54,70.57,26.0589,A,True,0,1
2012,WESGR1,26943,2019-10-04 00:00:00,243.74,0,7.5,142.5,10.15,19.28,11.61,60.2,25.9337,A,True,0,1
2242,WESGR1,26944,2019-10-04 00:00:00,251.58,0,8,136,9.68,18.4,11.98,75.52,31.5192,A,True,0,1
2012,WESGR1,26945,2019-10-04 00:00:00,227.48,0,7,133,9.47,17.99,10.83,56.19,25.9358,A,True,0,1
2242,WESGR1,26946,2019-10-04 00:00:00,3010.05,0,80.5,1658,117.62,224.33,143.34,866.76,30.2354,A,True,0,1
2242,WESGR1,26947,2019-10-04 00:00:00,1977.89,0,44,1104,75.19,149.37,94.19,555.14,29.4707,A,True,0,1
2060,WESGR1,26948,2019-10-11 00:00:00,1257.9,0,40,680,48.42,92,59.9,377.58,31.5175,A,True,0,2
2242,WESGR1,26949,2019-10-18 00:00:00,3447.36,0,96,1896,135,256.53,164.16,995.67,30.3262,A,True,0,1
2015,WESGR1,26950,2019-10-11 00:00:00,7223.59,0,240.5,4065,286.22,549.99,343.98,1978.4,28.7574,A,True,0,1
2013,WESGR1,26951,2019-10-04 00:00:00,9832.31,0,298,5505,391.96,744.83,468.21,2722.31,29.0718,A,True,0,1
2016,WESGR1,26953,2019-10-04 00:00:00,268.38,0,8,160,11.39,21.65,12.78,62.56,24.4757,A,True,0,1
2016,WESGR1,26954,2019-10-04 00:00:00,4809.56,0,149,2750,195.09,372.08,229.03,1263.36,27.5811,A,True,0,1
2013,WESGR1,26955,2019-10-04 00:00:00,89.37,0,2.75,52.25,3.72,7.07,4.26,22.07,25.9311,A,True,0,1
2367,WESTPO,26816,2019-10-11 00:00:00,1089.9,0,40,600,42.72,81.18,51.9,314.1,30.2601,A,True,0,1
2215,WSSCOT,26817,2019-10-11 00:00:00,1992.67,0,64.5,1091.5,77.71,147.68,94.89,580.89,30.6089,A,True,0,2
2026,X3CONS,26863,2019-10-11 00:00:00,754.74,0,24,408,29.05,55.2,35.94,226.55,31.5178,A,True,0,1
2026,X3CONS,26936,2019-10-18 00:00:00,1961.56,0,58.75,1060.38,71.11,143.47,93.41,593.19,31.7528,A,True,0,1
1933,ABBOTK,27053,2019-10-18 00:00:00,217.98,0,8,120,8.54,16.24,10.38,62.82,30.2601,A,True,0,2
1933,ABBOTK,27055,2019-10-18 00:00:00,217.98,0,8,120,8.54,16.24,10.38,62.82,30.2601,A,True,0,2
1965,ABBOTK,27056,2019-10-18 00:00:00,749.31,0,27.5,412.5,29.37,55.81,35.68,215.95,30.2608,A,True,0,2
1933,ABBOTK,27057,2019-10-18 00:00:00,503.16,0,16,272,19.37,36.8,23.96,151.03,31.5171,A,True,0,2
1011,WESGR1,21822,2018-12-14 00:00:00,1174.35,0,41,705.5,42.1,95.45,55.92,275.38,24.622,A,True,0,1
1601,WESGR1,21823,2018-12-14 00:00:00,1153.19,0,44.5,687,41.49,92.95,54.91,276.84,25.2067,A,True,0,2
1011,WESGR1,21824,2018-12-14 00:00:00,3533.66,0,132.5,2108.5,127.35,285.28,168.27,844.26,25.0865,A,True,0,1
1011,WESGR1,21826,2018-12-14 00:00:00,1860.57,0,71,1060.5,64.05,143.49,88.6,503.93,28.439,A,True,0,1
1618,ACCIVI,21828,2018-12-14 00:00:00,364.77,0,12,212,12.8,28.68,17.37,93.92,27.0351,A,True,0,1
1010,HCCOLD,21827,2018-12-14 00:00:00,611.86,0,30.75,399.75,24.14,54.09,29.14,104.74,17.9743,A,True,0,2
1636,TROICO,21829,2018-12-14 00:00:00,3629.17,0,128,2184.25,131.67,295.53,172.82,844.9,24.4449,A,True,0,1
1031,WESGR1,21830,2018-12-14 00:00:00,0,0,0,0,0,0,0,0,28.1976,A,True,5849.14,1
1601,WESGR1,21831,2018-12-14 00:00:00,553.25,0,22,308,18.6,41.67,26.35,158.63,30.1063,A,True,0,2
1601,WESGR1,21832,2018-12-14 00:00:00,603.54,0,24,336,20.29,45.46,28.74,173.05,30.1061,A,True,0,2
1217,SYNCRA,21886,2018-12-21 00:00:00,805.14,0,24,504,30.44,68.19,38.34,164.17,21.4098,A,True,0,1
1462,SYNCRA,21914,2018-12-21 00:00:00,9782.97,0,305,5867.75,350.35,793.91,465.86,2305.1,24.7405,A,True,0,1
1595,TOWNL1,21887,2018-12-21 00:00:00,1041.12,0,32.5,616.5,35.33,83.41,49.58,256.3,25.8487,A,True,0,1
1301,TRILCO,21911,2018-12-21 00:00:00,1295.63,0,41,741,44.33,100.26,61.7,348.34,28.2301,A,True,0,2
1054,UNISO1,21888,2018-12-21 00:00:00,1740.83,0,41,1079,64.39,145.99,82.9,368.55,22.2295,A,True,0,1
1063,UNISO1,21889,2018-12-21 00:00:00,1677.9,0,40,1000,60.4,135.3,79.9,402.3,25.1752,A,True,0,1
1087,UNISO1,21890,2018-12-21 00:00:00,150.5,0,3.5,84,5.07,11.37,7.17,42.89,29.924,A,True,0,1
1355,UNISO1,21891,2018-12-21 00:00:00,5176.11,0,137.5,3166,191.23,428.36,246.48,1144.04,23.2074,A,True,0,1
1040,URBAN1,21893,2018-12-21 00:00:00,1307.09,0,42,774,45.66,104.72,62.24,320.47,25.7437,A,True,0,1
1062,URBAN1,21894,2018-12-21 00:00:00,1131.9,0,40,680,41.07,92,53.9,264.93,24.5761,A,True,0,1
1386,URBAN1,21895,2018-12-21 00:00:00,1656.93,0,39,987.5,58.89,133.61,78.9,398.03,25.2232,A,True,0,1
1664,URBAN1,21896,2018-12-21 00:00:00,326.92,0,13,195,11.78,26.38,15.57,78.19,25.1132,A,True,0,1
1039,URBAN1,21915,2018-12-21 00:00:00,11679.94,0,335.25,6687.75,383.27,904.85,556.19,3147.88,28.2987,A,True,0,1
1544,VANMAN,21912,2018-12-21 00:00:00,3625.44,0,138.5,2167.25,130.19,293.23,172.64,862.13,24.969,A,True,0,2
1172,VENTA1,21897,2018-12-21 00:00:00,905.52,0,32,544,32.86,73.6,43.12,211.94,24.5756,A,True,0,1
1172,VENTA1,21898,2018-12-21 00:00:00,226.38,0,8,136,8.21,18.4,10.78,52.99,24.5779,A,True,0,1
1033,WESGR1,21834,2018-12-14 00:00:00,56.6,0,2,36,2.17,4.87,2.7,10.86,20.1484,A,True,0,1
1011,WESGR1,21916,2018-12-21 00:00:00,3958.92,0,112,2320,140.13,313.9,188.52,996.37,26.4261,A,True,0,1
1394,WESGR1,21917,2018-12-21 00:00:00,3499.52,0,99.5,2032.5,118.41,275,166.64,906.97,27.2128,A,True,0,1
1011,WESGR1,21918,2018-12-21 00:00:00,1518.56,0,54,911,54,123.26,72.31,357.99,24.753,A,True,0,1
1394,WESGR1,21919,2018-12-21 00:00:00,1165.3,0,33.5,704.5,41.74,95.32,55.49,268.25,24.1708,A,True,0,1
1558,WHITEW,21900,2018-12-21 00:00:00,121.59,0,4,72,4.35,9.74,5.79,29.71,25.6563,A,True,0,1
1673,ABBOTK,21920,2018-12-28 00:00:00,176.03,0,7,105,6.34,14.21,8.38,42.1,25.1118,A,True,0,1
1552,ABBOTK,21958,2018-12-28 00:00:00,2464.46,0,98,1470,88.79,198.89,117.36,589.42,25.1127,A,True,0,2
1618,ACCIVI,21921,2018-12-28 00:00:00,1557.87,0,47.5,922.5,51.64,124.81,74.18,384.74,25.9313,A,True,0,1
1522,ALLAI1,21959,2018-12-28 00:00:00,335.58,0,8,192,11.6,25.98,15.98,90.02,28.1665,A,True,0,2
1579,ALPHA1,21923,2018-12-28 00:00:00,402.36,0,16,240,14.5,32.47,19.16,96.23,25.1122,A,True,0,1
1078,ALTOC1,21924,2018-12-28 00:00:00,1697.39,0,42.5,962.5,56.47,130.23,80.83,467.36,28.9108,A,True,0,1
915,AQUILI,21960,2018-12-28 00:00:00,4642.43,0,146.5,2643.5,158.31,357.67,221.07,1261.88,28.5405,A,True,0,2
1627,ARADEV,21974,2018-12-28 00:00:00,3053.45,0,79,1777,107.33,240.43,145.4,783.29,26.9352,A,True,0,1
1466,BLACK1,21925,2018-12-28 00:00:00,125.74,0,5,75,4.53,10.15,5.99,30.07,25.1106,A,True,0,1
1072,CENTR1,21926,2018-12-28 00:00:00,0,0,0,0,0,0,0,0,24.1735,A,True,1847.12,1
1270,CLEARV,21928,2018-12-28 00:00:00,1188.51,0,40.5,756,44.03,102.29,56.6,229.59,20.2834,A,True,0,1
745,CMPDEV,21929,2018-12-28 00:00:00,150.89,0,6,90,5.44,12.18,7.19,36.08,25.1079,A,True,0,1
